CAS-RN,NAME,STATUS_TEXT,STATUS_BIN,SMILES,k OH (AOPv1.92) atmospheric,t1/2 atmosphere in hours,"VP (mm Hg, MPVPBP v1.43)","VP (Pa, MPBPVPwin))",BIOWIN1,BIOWIN2,BIOWIN3,t1/2(water)hrs,t1/2(soil)hrs,BIOWIN4,BIOWIN5,BIOWIN6,log Kow (KowWin v1.67),log Koa (KoaWin v1.10),log Kaw (=Kow/Koa,BCF (BCFBAF v3.00),BCFmax,"kM halflife (days, BCFBAF v3.00)",kM,BCF(metabolism),TMF air,TMF pelagic,BAF air,LRTP-Pov,LRTP-CTD,LRTP-TE,MW,P-score,B-score
000106-43-4,P-CHLOROTOLUENE,not B,0,c(ccc(c1)Cl)(c1)C ,1.82E-12,2.12E+02,2.25E+00,2.99E+02,.5595,0.4434,2.638,7.51E+02,1.50E+03,3.4312,0.4161,0.3635,3.18,4.077,-0.747,73.14,2.82E+02,1.854822533,0.37,198.2524,-5.7,2.6,198.3,886.2898561,246258.1081,404.1141088,126.59,0.9376,0.0816
026087-47-8,"Phosphorothioic acid, O,O-Bis(1-methylethyl)S-(phenylmethyl)ester",not B,0,CC(C)OP(=O)(OC(C)C)SCc1ccccc1 ,1.04E-10,3.69E+00,7.09E-05,9.43E-03,1.0523,1,2.7377,6.18E+02,1.24E+03,3.902,-0.1053,0.0132,3.57,9.144,-5.804,74.26,6.70E+02,0.051192554,13.54,17.8909,9.7,-1.4,173.7,73.45720011,925.5379784,3.61227329,288.34,0.1789,0.0745
000127-18-4,"Ethene, tetrachloro-",not B,0,C(=C(Cl)Cl)(Cl)Cl ,2.14E-13,1.80E+03,1.78E+01,2.37E+03,.2230,0.0012,2.14,1.98E+03,3.97E+03,3.206,0.2231,0.008,2.97,3.54,-0.14,81.34,1.79E+02,3.355020235,0.21,155.9268,-9.6,0.5,155.9,6458.71409,838380.9502,1464.567086,165.83,0.9977,0.0691
000095-49-8,"Benzene, 1-chloro-2-methyl-",not B,0,c(c(ccc1)Cl)(c1)C ,1.82E-12,2.12E+02,2.64E+00,3.51E+02,.5595,0.4434,2.638,7.51E+02,1.50E+03,3.4312,0.4161,0.3635,3.18,4.256,-0.836,83.85,2.82E+02,1.977031319,0.35,201.9686,-4.5,3.2,202.0,830.2602879,232663.7891,435.2262047,126.59,0.9308,0.0827
000110-82-7,Cyclohexane,not B,0,C(CCCC1)C1 ,8.48E-12,4.54E+01,9.41E+01,1.25E+04,.7075,0.8598,3.0132,3.61E+02,7.22E+02,3.7263,0.5801,0.8198,3.18,2.652,0.788,86.44,2.82E+02,0.761867642,0.91,138.9267,-17.0,-3.9,138.9,272.0709395,87882.53629,5.795113342,84.16,0.6687,0.0637
000500-28-7,"Phosphorothioic acid, O-(3-Chloro-4-nitrophenyl) O,O-dimethyl ester",not B,0,COP(=S)(OC)Oc1ccc(N(=O)=O)c(Cl)c1 ,5.89E-11,6.54E+00,5.18E-05,6.89E-03,.4323,1,2.3189,1.40E+03,2.80E+03,3.6099,-0.1746,0.0008,3.39,9.245,-5.795,87.76,4.49E+02,1.497725109,0.46,244.6026,9.6,-2.0,2354.6,162.0519266,986.1242431,4.056081294,297.65,0.4555,0.3624
000101-53-1,4-HYDROXYDIPHENYLMETHANE,not B,0,Oc(ccc(c1)Cc(cccc2)c2)c1 ,4.65E-11,8.28E+00,4.99E-05,6.64E-03,.9584,0.9753,2.7956,5.52E+02,1.10E+03,3.558,0.2465,0.2062,3.54,9.16,-5.69,90.47,6.27E+02,0.231512084,2.99,73.3915,9.7,-1.5,711.8,65.64143623,1176.024245,4.854933231,184.24,0.1525,0.1882
000089-69-0,"1,2,4,-Trichloro-5-nitrobenzene",not B,0,O=N(=O)c(c(cc(c1Cl)Cl)Cl)c1 ,3.52E-14,1.09E+04,1.84E-03,2.45E-01,-.2126,0.0002,1.9094,3.11E+03,6.22E+03,2.9166,-0.1142,0.0011,3.74,6.931,-3.451,91.86,9.78E+02,1.474467519,0.47,343.5291,7.7,5.5,2655.4,347.2109649,7213.299466,42.80715962,226.45,0.7534,0.3835
000098-83-9,"Benzene, (1-methylethenyl)-",not B,0,c(C(=C)C)(cccc1)c1 ,5.34E-11,7.21E+00,1.95E+00,2.60E+02,.8194,0.9581,2.96,4.01E+02,8.01E+02,3.6821,0.4144,0.448,3.44,4.462,-0.982,91.86,5.01E+02,0.94011553,0.74,201.7454,-3.2,3.8,201.7,44.47780491,14377.383,2.27327863,118.18,0.0850,0.0826
017109-49-8,"Phosphorodithioic acid, S,S-Diphenyl O-propyl ester",not B,0,c1ccccc1SP(=O)(OCC)Sc2ccccc2 ,4.45E-11,8.66E+00,2.33E-06,3.09E-04,1.1699,1,2.711,6.51E+02,1.30E+03,3.8751,0.0755,0.0252,3.61,10.987,-7.507,91.86,7.32E+02,0.10108607,6.86,34.5832,5.7,-13.4,198.3,77.44198583,67.56297778,0.25247967,310.37,0.1925,0.0816
015972-60-8,Alachlor,not B,0,CCc1cccc(CC)c1N(COC)C(=O)CCl,4.51E-11,8.54E+00,2.05E-05,2.73E-03,.4799,0.0946,2.2172,1.71E+03,3.41E+03,3.4165,0.0521,0.0164,3.37,9.988,-6.468,97.61,4.29E+02,0.271290482,2.56,79.3932,8.5,-6.2,676.8,195.9525033,291.9208125,1.272774317,269.77,0.5360,0.1824
000961-11-5,"Phosphoric acid, 2-chloro-1-(2,4,5-trichlorophenyl)ethenyl dimethyl ester",not B,0,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl ,2.41E-11,1.60E+01,2.49E-06,3.31E-04,.2286,1,1.7512,4.24E+03,8.47E+03,3.1885,-0.1788,0.0004,3.81,10.654,-7.124,14.83,1.14E+03,1.565373036,0.44,376.7704,6.8,-10.8,2573.6,487.7195818,436.6286067,0.491944923,365.97,0.8448,0.3780
002463-84-5,"O-(2-Chloro-4-nirtophenyl) O,O-dimethyl ester phosphorothioic acid",not B,0,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O ,5.87E-11,6.56E+00,2.93E-05,3.89E-03,.4323,1,2.3189,1.40E+03,2.80E+03,3.6099,-0.1746,0.0008,3.39,8.987,-5.407,106.9,4.49E+02,1.642139731,0.42,254.7941,9.8,-0.7,2500.6,161.7857669,1649.41993,6.434734433,297.65,0.4548,0.3729
000119-56-2,"BENZENEMETHANOL, 4-CHLORO-.ALPHA.-PHENYL-",not B,0,OC(c(cccc1)c1)c(ccc(c2)Cl)c2 ,1.32E-11,2.92E+01,7.34E-06,9.76E-04,.7478,0.691,2.6913,6.77E+02,1.35E+03,3.5012,0.2931,0.1599,3.35,9.885,-6.275,62.13,4.11E+02,0.636498788,1.09,146.8205,8.7,-5.6,1281.3,79.74996298,432.6069274,1.902303062,218.68,0.2004,0.2648
000591-35-5,"3,5-DICHLOROPHENOL",not B,0,Oc1cc(Cl)cc(Cl)c1 ,1.66E-11,2.32E+01,1.13E-02,1.51E+00,.4209,0.081,2.4821,1.02E+03,2.04E+03,3.3216,0.3284,0.1456,2.8,8.621,-5.001,113.6,1.25E+02,0.648407091,1.07,81.3477,9.9,0.9,806.1,110.8734413,2646.76599,11.12518162,163,0.3050,0.2028
013674-87-8,"2-Propanol, 1,3-dichloro-, phosphate (3:1)",not B,0,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl ,1.81E-11,2.13E+01,2.87E-07,3.81E-05,.1880,1,1.3616,9.06E+03,1.81E+04,3.0877,-0.2641,0,3.65,10.622,-6.972,17.8,8.01E+02,0.409903714,1.69,124.3294,6.9,-10.6,861.3,970.7666099,926.0773359,0.547401011,430.91,0.9461,0.2110
000088-06-2,"2,4,6-Trichlorophenol",not B,0,Oc(c(cc(c1)Cl)Cl)c1Cl ,6.07E-13,6.34E+02,5.37E-03,7.15E-01,.2221,0.0072,2.1994,1.77E+03,3.53E+03,3.1065,0.2239,0.043,3.45,7.663,-3.973,126.4,5.13E+02,0.718659596,0.96,171.6529,9.2,4.1,1579.5,200.0381255,4549.784905,21.47097263,197.45,0.5447,0.2965
001212-29-9,"THIOUREA, N,N'-DICYCLOHEXYL-",not B,0,N(C(=S)NC(CCCC1)C1)C(CCCC2)C2 ,1.95E-10,1.98E+00,2.22E-05,2.95E-03,.8432,0.9077,2.6137,7.87E+02,1.57E+03,3.7063,0.3457,0.1943,4.16,7.677,-3.987,126.4,2.45E+03,0.236085552,2.94,81.9416,9.2,4.1,755.7,93.59260624,2115.274842,4.683052721,240.41,0.2475,0.1951
002597-03-7,"alpha-[(Dimethoxyphosphinothioyl)thio] benzeneacetic acid, Ethyl ester",not B,0,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1 ,7.72E-11,4.99E+00,2.61E-05,3.47E-03,1.2112,1,2.8072,5.40E+02,1.08E+03,4.0847,0.3395,0.1424,3.47,10.34,-6.65,126.4,5.36E+02,0.064598992,10.73,22.2336,7.7,-8.6,171.5,64.09923369,205.6850408,0.894461649,320.36,0.1474,0.0738
066332-96-5,N-[3-(1-Methylethoxy)phenyl]-2-(trifluoromethyl)benzamide,not B,0,C(F)(F)(F)c1ccccc1C(=O)Nc2cccc(OC(C)C)c2,1.49E-10,2.58E+00,4.09E-07,5.44E-05,.4153,0.0901,1.8594,3.43E+03,6.86E+03,3.3894,0.1402,0,4.65,10.586,-6.886,128.3,6.66E+03,2.090941721,0.33,674.7392,7.0,-10.3,4746.3,409.3547711,385.5296665,1.675675245,323.32,0.8017,0.4902
000082-45-1,"9,10-Anthracenedione, 1-amino-",not B,0,O=C(c(c(c(N)cc1)C(=O)c2cccc3)c1)c23 ,4.21E-11,9.14E+00,1.91E-08,2.55E-06,.4212,0.0486,2.5259,9.34E+02,1.87E+03,3.3728,0.1833,0.0668,3.53,10.438,-6.698,35.44,6.13E+02,0.125843715,5.51,42.0833,7.5,-9.3,313.7,110.2894791,191.8319053,0.841917471,223.23,0.3031,0.1114
000078-51-3,"Ethanol, 2-butoxy-, phosphate (3:1)",not B,0,O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC ,1.29E-10,2.99E+00,1.23E-06,1.64E-04,.1550,1,3.3413,1.90E+02,3.81E+02,4.5162,0.4283,0.1587,3,13.059,-9.309,20.72,1.91E+02,0.139466234,4.97,39.6762,-4.8,-33.5,39.7,22.6116682,19.77006752,0.034967149,398.48,0.0286,0.0259
000333-41-5,"Phosphorothioic acid, o,o-diethyl o-[6-methyl-2-(1-methylethyl)-4-pyrimidinyl] ester",not B,0,O(P(OCC)(Oc(nc(nc1C)C(C)C)c1)=S)CC ,9.67E-11,3.98E+00,5.44E-05,7.24E-03,1.0259,1,2.5306,9.26E+02,1.85E+03,3.7369,0.1018,0.0292,3.86,9.145,-5.335,151.6,1.28E+03,1.420674689,0.49,364.4751,9.7,-1.4,3539.4,110.2165245,1642.867087,5.850121018,304.35,0.3028,0.4356
000056-38-2,"Phosphorothioic acid, O,O-diethyl-O-(4-nitrophenyl)ester",not B,0,CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O ,9.21E-11,4.18E+00,3.35E-05,4.45E-03,.6178,1,2.5397,9.10E+02,1.82E+03,3.7845,-0.0547,0.0031,3.73,8.744,-4.914,156.3,9.57E+02,1.760150281,0.39,380.6061,9.9,0.4,3767.8,107.7710175,2211.109946,7.326269229,291.26,0.2948,0.4471
000090-94-8,"Methanone, bis[4-(dimethylamino)phenyl]-",not B,0,O=C(c(ccc(N(C)C)c1)c1)c(ccc(N(C)C)c2)c2 ,2.05E-10,1.88E+00,8.92E-07,1.19E-04,.2161,0.0033,2.074,2.26E+03,4.51E+03,2.8623,-0.0708,0.0065,3.5,11.567,-7.697,43.18,5.73E+02,0.297999648,2.33,90.1674,3.4,-18.3,308.6,259.2756109,233.4793787,0.180068953,268.36,0.6503,0.1102
000879-39-0,"1,2,3,4-Tetrachloro-5-nitrobenzene",not B,0,Clc1cc(N(=O)=O)c(Cl)c(Cl)c1Cl ,7.19E-15,5.36E+04,1.38E-04,1.84E-02,-.4114,0,1.6266,5.40E+03,1.08E+04,2.7016,-0.2187,0.0003,4.39,7.512,-3.582,182,3.98E+03,2.138023382,0.32,643.4620,9.0,4.5,5768.1,616.4771493,7271.492794,47.12262949,260.89,0.8902,0.5268
030171-80-3,"Oxirane, [(dibromomethylphenoxy)methyl]-",not B,0,Brc2c(c(cc(c2)OCC1OC1)C)Br ,1.78E-11,2.17E+01,1.15E-04,1.53E-02,.2128,0.004,2.074,2.26E+03,4.51E+03,3.075,0.4239,0.1875,3.94,9.246,-5.306,185,1.52E+03,0.754158612,0.92,229.9077,9.6,-2.0,2212.9,265.9573807,2023.75542,8.591742714,322,0.6601,0.3518
003229-00-3,"PROPANE, 1,3-DIBROMO-2,2-BIS(BROMOMETHYL)-",not B,0,BrCC(CBr)(CBr)CBr ,1.29E-12,2.99E+02,1.03E-04,1.37E-02,.1943,0,2.246,1.61E+03,3.23E+03,3.2764,0.2109,0.0002,4.06,6.772,-2.782,199.3,1.98E+03,0.386369666,1.79,129.6443,7.3,5.7,946.8,188.7495837,14702.06139,89.92972938,387.74,0.5202,0.2230
000126-73-8,Phosphoric acid tributyl ester,not B,0,O=P(OCCCC)(OCCCC)OCCCC ,7.88E-11,4.89E+00,3.50E-03,4.65E-01,1.2600,1,3.6594,1.02E+02,2.05E+02,4.7361,0.5205,0.4729,3.82,8.239,-4.239,30.29,1.17E+03,0.289414272,2.40,95.4327,9.8,2.4,934.5,12.78291448,2833.95267,9.046880404,266.32,0.0110,0.2213
069806-40-2,Haloxyfop-methyl,not B,0,Clc1cc(C(F)(F)F)cnc1Oc2ccc(OC(C)C(=O)OC)cc2,2.09E-11,1.84E+01,8.46E-06,1.13E-03,.1493,0.0442,1.4591,7.49E+03,1.50E+04,3.2304,0.3528,0,3.67,8.935,-4.885,218.4,8.37E+02,0.268870124,2.58,86.5612,9.8,-0.4,851.7,803.5581035,2893.531188,12.31519206,375.73,0.9271,0.2096
000083-79-4,"[1]Benzopyrano[3,4-b]furo[2,3-h][1]benzopyran-6(6aH)-one,1,2,12,12a-tetrahydro-8,9-dimethoxy-2-(1-methylethenyl)-, [2R-(2à,6aà,12aà)]- (Rotenone)",not B,0,COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,3.29E-10,1.17E+00,6.96E-10,9.25E-08,1.3355,0.9999,1.8648,3.39E+03,6.79E+03,3.505,0.6583,0.3312,4.31,15.439,-11.339,61.25,3.37E+03,0.083300947,8.32,29.6479,-25.0,-65.4,29.6,402.7495831,349.9432481,0.642175949,394.43,0.7972,0.0209
000126-72-7,"TRIS(2,3-DIBROMOPROPYL) PHOSPHATE",not B,0,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr ,2.77E-11,1.39E+01,8.78E-08,1.17E-05,.4523,1,1.985,2.68E+03,5.37E+03,3.5189,-0.4836,0,4.19,7.34,-3.05,47.06,2.62E+03,0.039927833,17.36,14.2589,8.7,4.8,123.4,305.2656333,8250.928336,39.84136919,697.62,0.7105,0.0586
000084-51-5,"9,10-Anthracenedione, 2-ethyl-",not B,0,O=C(c(c(C(=O)c1cccc2)ccc3CC)c3)c12 ,3.71E-12,1.04E+02,2.68E-06,3.56E-04,.7034,0.3373,2.5572,8.79E+02,1.76E+03,3.3939,0.2469,0.131,4.38,11.09,-6.72,92.31,3.90E+03,0.432136646,1.60,149.2239,5.4,-14.2,799.8,105.3646115,315.7418816,1.397058758,236.27,0.2869,0.2019
002498-66-0,"BENZ (A) ANTHRACENE-7,12-DIONE",not B,0,O=C(c(c(c(c(c1)ccc2)c2)C(=O)c3cccc4)c1)c34 ,9.05E-12,4.26E+01,3.89E-08,5.17E-06,.6382,0.173,2.5834,8.35E+02,1.67E+03,3.4307,0.2614,0.1128,4.52,12.297,-7.897,96.61,5.17E+03,0.162253554,4.27,57.6115,-0.2,-25.3,57.6,100.1934607,237.7540433,1.052664993,258.28,0.2697,0.0340
000120-54-7,"Piperidine, 1,1 -(tetrathiodicarbonothioyl)bis-",not B,0,N(C(=S)SSSSC(N(CCCC1)C1)=S)(CCCC2)C2 ,6.33E-10,6.08E-01,3.36E-10,4.47E-08,.5644,0.0792,2.3491,1.32E+03,2.64E+03,3.2928,-0.235,0.002,4.43,5.357,-2.557,1.493,4.31E+03,0.19935208,3.48,70.4135,1.8,5.6,129.0,150.8355939,1191.723449,0.415786174,384.67,0.4254,0.0605
005124-25-4,"Benzenesulfonamide, 3-nitro-N-phenyl-4-(phenylamino)-",not B,0,O=S(=O)(Nc(cccc1)c1)c(ccc(Nc(cccc2)c2)c3N(=O)(=O))c3 ,1.93E-10,1.99E+00,1.52E-10,2.03E-08,.2891,0.045,2.1223,2.05E+03,4.11E+03,3.1078,-0.6253,0,4.33,14.395,-9.795,503.6,3.51E+03,0.390945956,1.77,134.9839,-15.1,-50.3,135.0,245.0051143,212.3509046,0.671355309,369.4,0.6281,0.0624
119168-77-3,Tebufenpyrad,not B,0,Clc1c(CC)nn(C)c1C(=O)NCc2ccc(C(C)(C)C)cc2,5.29E-11,7.28E+00,5.50E-08,7.32E-06,.4871,0.0995,1.9136,3.09E+03,6.17E+03,3.1842,-0.1572,0.0033,5.76,13.792,-9.182,511.3,3.38E+04,0.751949643,0.92,267.8669,-10.1,-42.3,267.9,370.1206782,1718.913188,7.611360974,333.86,0.7730,0.1002
000120-78-5,"Benzothiazole, 2,2 -dithiobis-",not B,0,N(c(c(S1)ccc2)c2)=C1SSC(=Nc(c3ccc4)c4)S3 ,3.15E-10,1.22E+00,6.22E-10,8.28E-08,.5893,0.1529,2.4644,1.05E+03,2.11E+03,3.3681,-0.2112,0.0022,4.66,15.679,-11.019,25.14,6.79E+03,0.136742391,5.07,48.7478,-27.5,-69.1,48.7,126.3776279,305.4852385,1.352707305,332.47,0.3541,0.0301
000085-68-7,"1,2-Benzenedicarboxylic acid, butyl phenylmethyl ester",not B,0,O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2 ,1.11E-11,3.48E+01,4.41E-05,5.87E-03,1.1837,1,3.1096,2.99E+02,5.98E+02,4.1289,0.6372,0.6604,4.84,9.018,-4.288,613.6,9.47E+03,0.035364652,19.60,12.6815,9.8,-0.8,124.2,35.94841797,3661.097369,15.44992261,312.37,0.0607,0.0589
004101-68-2,"1,2-DIBROMODECANE",not B,0,BrCCCCCCCCCCBr ,1.02E-11,3.78E+01,7.29E-03,9.69E-01,.5123,0,2.5939,8.18E+02,1.64E+03,3.4856,0.5071,0.0495,5.94,6.412,-0.292,214.1,3.92E+04,2.306646192,0.30,811.1093,6.2,6.0,5026.7,220.8813991,71440.26943,14.87510795,300.08,0.5861,0.5010
000078-42-2,"Phosphoric acid, tris(2-ethylhexyl) ester",not B,0,O=P(OCC(CCCC)CC)(OCC(CCCC)CC)OCC(CCCC)CC ,9.79E-11,3.93E+00,6.08E-07,8.09E-05,1.1799,1,3.2874,2.11E+02,4.23E+02,4.4932,0.1655,0.0671,9.49,14.983,-5.493,30.34,6.35E+02,10.57594111,0.07,543.9905,-20.5,-58.6,544.0,25.74941741,2860.554126,12.66621172,434.65,0.0354,0.1593
026761-40-0,"1,2-Benzenedicarboxylic acid, diisodecyl ester",not B,0,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,2.62E-11,1.47E+01,2.30E-07,3.05E-05,.8833,0.992,2.4925,9.97E+02,1.99E+03,3.6612,0.6957,0.7098,10.36,14.703,-4.343,76.38,9.68E+01,3.578457308,0.19,90.0087,-17.8,-54.5,90.0,119.8535867,2861.052106,12.66877337,446.68,0.3337,0.0468
026603-23-6,"Benzenamine, ar-octyl-N-(octylphenyl)-",not B,0,CCCCCCCCc1ccc(cc1)Nc2ccc(cc2)CCCCCCCC,2.19E-10,1.76E+00,2.12E-09,2.81E-07,.6526,0.5874,2.6413,7.46E+02,1.49E+03,3.5725,-0.0685,0.0154,11.26,13.819,-2.559,27.51,1.85E+01,270.9723145,0.00,18.5080,-10.3,-42.7,18.5,89.66066949,2861.058293,12.65124957,393.66,0.2342,0.0148
003319-31-1,"1,2,4-Benzenetricarboxylic acid, tris(2-ethylhexyl) ester",not B,0,O=C(OCC(CCCC)CC)c(ccc(c1C(=O)OCC(CCCC)CC)C(=O)OCC(CCCC)CC)c1,3.28E-11,1.18E+01,5.87E-08,7.81E-06,1.3351,1,3.3065,2.04E+02,4.08E+02,4.5529,0.733,0.668,11.59,16.236,-4.646,18.96,1.12E+01,1.188931699,0.58,10.9322,-33.6,-78.1,10.9,25.10983198,2860.928077,12.668393,546.79,0.0339,0.0100
085535-84-8,SCCPs,PBT/vPvP,1,CCCCCC(Cl)CCCC,8.81E-12,4.37E+01,4.33E-01,5.76E+01,.7689,0.9116,3.2321,2.36E+02,4.71E+02,4.0303,0.4835,0.4329,5.43,4.797,0.633,75.39,2.35E+04,3.77325629,0.18,1281.1369,-1.2,4.6,1281.1,259.697026,84068.11691,5.896355473,176.73,0.6509,0.2648
000085-01-8,phenanthrene,PBT/vPvP,1,c12c(cccc1)ccc(cccc3)c23,1.30E-11,2.96E+01,4.33E-05,5.76E-03,.9819,0.9995,2.2194,1.70E+03,3.40E+03,3.2478,0.2641,0.1949,4.35,7.222,-2.762,1865,3.66E+03,2.553028289,0.27,733.1666,8.4,5.1,6167.1,198.6586623,12561.3476,63.86776256,178.24,0.5418,0.5393
000058-89-9,"gamma-HCH, Lindane, Hexachlorocyclohexaan (HCH)",PBT/vPvP,1,Cl[C@H]1[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H]1Cl,5.73E-13,6.72E+02,5.07E-04,6.75E-02,-.0593,0,1.5174,6.68E+03,1.34E+04,2.8245,-0.0719,0,4.26,7.817,-3.677,250.4,3.03E+03,16.97226201,0.04,2025.8803,9.4,3.7,19060.6,748.6337603,6996.759389,45.64222775,290.83,0.9186,0.7318
000319-84-6,alpha-HCH,PBT/vPvP,1,[C@H]1(Cl)[C@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,5.73E-13,6.72E+02,5.07E-04,6.75E-02,-.0593,0,1.5174,6.68E+03,1.34E+04,2.8245,-0.0719,0,4.26,7.817,-3.677,250.4,3.03E+03,16.97226201,0.04,2025.8803,9.4,3.7,19060.6,748.6337603,6996.759389,45.64222775,290.83,0.9186,0.7318
000319-85-7,beta-HCH,PBT/vPvP,1,[C@H]1(Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,5.73E-13,6.72E+02,5.07E-04,6.75E-02,-.0593,0,1.5174,6.68E+03,1.34E+04,2.8245,-0.0719,0,4.26,7.817,-3.677,250.4,3.03E+03,16.97226201,0.04,2025.8803,9.4,3.7,19060.6,748.6337603,6996.759389,45.64222775,290.83,0.9186,0.7318
000319-86-8,delta-HCH,PBT/vPvP,1,[C@H]1(Cl)[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@H]1Cl,5.73E-13,6.72E+02,5.07E-04,6.75E-02,-.0593,0,1.5174,6.68E+03,1.34E+04,2.8245,-0.0719,0,4.26,7.817,-3.677,250.4,3.03E+03,16.97226201,0.04,2025.8803,9.4,3.7,19060.6,748.6337603,6996.759389,45.64222775,290.83,0.9186,0.7318
000608-73-1,techn. HCH,PBT/vPvP,1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,5.73E-13,6.72E+02,5.07E-04,6.75E-02,-.0593,0,1.5174,6.68E+03,1.34E+04,2.8245,-0.0719,0,4.26,7.817,-3.677,250.4,3.03E+03,16.97226201,0.04,2025.8803,9.4,3.7,19060.6,748.6337603,6996.759389,45.64222775,290.83,0.9186,0.7318
001336-36-3,"1,1'-Biphenyl, chloro derivs.",PBT/vPvP,1,Clc2c(ccc(c2)Cl)c1c(cc(cc1)Cl)Cl,8.13E-13,4.73E+02,8.47E-06,1.13E-03,-.1211,0.0001,1.7275,4.44E+03,8.87E+03,2.7651,-0.0825,0.0023,6.34,8.4,-2.11,25300,4.73E+04,167.9135612,0.00,26496.5186,9.9,1.8,261476.1,531.8904553,58891.57096,481.2595209,291.99,0.8632,0.9511
002437-79-8,"2,2',4,4'-PCB",PBT/vPvP,1,c1(ccc(Cl)cc1Cl)c2ccc(Cl)cc2Cl,8.13E-13,4.73E+02,8.47E-06,1.13E-03,-.1211,0.0001,1.7275,4.44E+03,8.87E+03,2.7651,-0.0825,0.0023,6.34,8.4,-2.11,25300,4.73E+04,167.9135612,0.00,26496.5186,9.9,1.8,261476.1,531.8904553,58891.57096,481.2595209,291.99,0.8632,0.9511
001825-19-0,PENTACHLORO(METHYLTHIO)BENZENE,PBT/vPvP,1,c1(Cl)c(Cl)c(Cl)c(Cl)c(Cl)c1SC,1.22E-12,3.17E+02,1.08E-04,1.44E-02,-.3057,0,1.5111,6.77E+03,1.35E+04,2.5934,-0.1385,0.0008,5.82,8.663,-2.843,3196,3.57E+04,15.7390368,0.04,4878.7301,9.9,0.8,48339.3,799.6797006,21555.9245,217.2111868,296.43,0.9266,0.8457
000072-55-9,"p,p'-DDE",PBT/vPvP,1,C(/Cl)(\Cl)=C(\c(c1)ccc(Cl)c1)/c(c2)ccc(Cl)c2,7.43E-12,5.18E+01,6.87E-05,9.13E-03,.0085,0.0001,1.7368,4.36E+03,8.71E+03,2.857,-0.1537,0.0006,6,9.279,-2.769,9168,4.08E+04,251.7788524,0.00,28115.9134,9.6,-2.1,269739.0,518.00271,16924.18047,121.6247746,318.03,0.8578,0.9522
000053-19-0,"Mitotane, o,p'-DDD",PBT/vPvP,1,C(c1ccc(cc1)Cl)(C(Cl)Cl)c2ccccc2Cl,4.34E-12,8.86E+01,1.69E-05,2.25E-03,.0622,0.0002,1.6575,5.09E+03,1.02E+04,2.7856,-0.2202,0.0007,5.87,9.346,-3.476,3486,3.72E+04,52.95242021,0.01,12580.0128,9.5,-2.5,119826.8,607.4882525,7205.944009,44.65252544,320.05,0.8877,0.9155
068679-99-2,"p,p'-DDE",PBT/vPvP,1,ClC(=C(c2ccc(cc2)Cl)c1ccc(cc1)Cl)Cl,7.43E-12,5.18E+01,6.87E-05,9.13E-03,.0085,0.0001,1.7368,4.36E+03,8.71E+03,2.857,-0.1537,0.0006,6,9.279,-2.769,9168,4.08E+04,251.7788524,0.00,28115.9134,9.6,-2.1,269739.0,518.00271,16924.18047,121.6247746,318.03,0.8578,0.9522
001321-64-8,"Naphthalene, pentachloro-",PBT/vPvP,1,Clc1c(Cl)c(Cl)c(Cl)c(c12)cccc2Cl,4.13E-13,9.32E+02,1.49E-05,1.99E-03,-.3076,0,1.5023,6.88E+03,1.38E+04,2.5876,-0.126,0.001,6.39,8.71,-2.32,29520,4.77E+04,41.83145326,0.02,11424.7660,9.9,0.6,113154.7,821.7390673,47165.04919,461.2270907,300.4,0.9297,0.9121
035109-60-5,"DPTE, 2,3-dibromopropyl-2,4,6-tribromophenyl ether (brominated flame retardant)",PBT/vPvP,1,c1(Br)c(OCC(Br)CBr)c(Br)cc(Br)c1,4.04E-12,9.54E+01,6.24E-07,8.29E-05,.2035,0,1.6182,5.49E+03,1.10E+04,2.7695,0.087,0.0008,6.34,11.055,-4.715,7077,4.73E+04,28.97772494,0.02,8527.9205,5.5,-13.9,46806.3,658.1814954,3118.12957,14.0331498,530.68,0.9006,0.8426
