CAS-RN,NAME,STATUS_TEXT,STATUS_BIN,SMILES,k OH (AOPv1.92) atmospheric,t1/2 atmosphere in hours,"VP (mm Hg, MPVPBP v1.43)","VP (Pa, MPBPVPwin))",BIOWIN1,BIOWIN2,BIOWIN3,t1/2(water)hrs,t1/2(soil)hrs,BIOWIN4,BIOWIN5,BIOWIN6,log Kow (KowWin v1.67),log Koa (KoaWin v1.10),log Kaw (=Kow/Koa,BCF (BCFBAF v3.00),BCFmax,"kM halflife (days, BCFBAF v3.00)",kM,BCF(metabolism),TMF air,TMF pelagic,BAF air,LRTP-Pov,LRTP-CTD,LRTP-TE,MW,P-score,B-score
031508-00-6,"2,3',4,4',5-pentachlorobiphenyl",PBT,1,Clc1c(cc(c(c1)Cl)c1ccc(c(Cl)c1)Cl)Cl,3.35E-13,1.15E+03,2.23E-06,2.96E-04,-.3200,0,1.4448,7.70E+03,1.54E+04,2.5501,-0.1871,0.0006,6.98,9.049,-1.929,44790,4.22E+04,318.6883589,0.00,30838.0548,9.8,-1.0,301535.9,972.4136309,64415.27127,450.1073116,326.44,0.9462,0.9558
074472-37-0,"2,3,4,4',5-pentachlorobiphenyl",PBT,1,Clc1cc(c(Cl)c(Cl)c1Cl)c1ccc(Cl)cc1,3.99E-13,9.66E+02,5.48E-06,7.29E-04,-.3200,0,1.4448,7.70E+03,1.54E+04,2.5501,-0.1871,0.0006,6.98,9.403,-2.423,72120,4.22E+04,288.4507618,0.00,29990.8221,9.5,-2.8,283756.5,923.3861926,26502.06388,190.4472698,326.44,0.9416,0.9539
060851-34-5,"2,3,4,6,7,8-hexachlorodibenzofuran",PBT,1,Clc1cc2c(oc3c(Cl)c(c(cc32)Cl)Cl)c(Cl)c1Cl,5.20E-14,7.41E+03,7.72E-08,1.03E-05,-.5254,0,1.1312,1.42E+04,2.84E+04,2.3149,-0.3496,0.0001,7.58,11.04,-3.46,6902,2.43E+04,13.14770828,0.05,3953.6468,5.5,-13.8,21915.7,1704.674846,4031.09802,19.16204859,374.87,0.9786,0.7518
057117-31-4,"2,3,4,7,8-pentachlorodibenzofuran",PBT,1,Clc1cc2oc3c(c2cc1Cl)cc(Cl)c(c3Cl)Cl,1.15E-13,3.36E+03,5.47E-08,7.28E-06,-.3266,0,1.4139,8.18E+03,1.64E+04,2.5299,-0.2451,0.0003,6.94,10.479,-3.689,14030,4.31E+04,7.118693443,0.10,2413.1725,7.3,-9.5,17713.9,981.117426,4636.154956,23.72860936,340.42,0.9470,0.7209
001746-01-6,"2,3,7,8-tetrachlorodibenzo-p-dioxin",PBT,1,Clc1c(Cl)cc2Oc3cc(Cl)c(Cl)cc3Oc2c1,7.53E-13,5.11E+02,1.95E-08,2.60E-06,.1284,0.0059,1.545,6.33E+03,1.27E+04,2.8761,0.2023,0.0108,6.92,9.489,-2.689,14240,4.36E+04,10.22340974,0.07,3385.8257,9.4,-3.3,31677.9,759.453639,16621.35799,114.3409371,321.98,0.9204,0.7997
051207-31-9,"2,3,7,8-tetrachlorodibenzofuran",PBT,1,Clc1c(cc2c(c3cc(c(cc3o2)Cl)Cl)c1)Cl,2.53E-13,1.52E+03,1.47E-07,1.96E-05,-.1278,0.0001,1.6966,4.71E+03,9.42E+03,2.7449,-0.1406,0.0012,6.29,9.696,-3.166,9451,4.67E+04,5.617076018,0.12,1933.3880,9.1,-4.4,17510.0,564.1073204,10049.55054,69.78138645,305.98,0.8746,0.7191
007012-37-5,"2,4,4'-trichlorobiphenyl",PBT,1,Clc1ccc(c(c1)Cl)c1ccc(cc1)Cl,1.19E-12,3.25E+02,4.01E-05,5.33E-03,.0777,0.0012,2.0102,2.56E+03,5.11E+03,2.9801,0.022,0.0088,5.69,7.707,-2.087,9143,3.16E+04,99.07764159,0.01,16746.7279,9.3,4.0,155148.7,329.7303892,57571.69182,414.698252,257.55,0.7367,0.9293
000091-57-6,2-methylnaphthalene,PBT,1,Cc1cc2ccccc2cc1,5.65E-11,6.81E+00,3.46E-02,4.60E+00,.7345,0.8273,2.8101,5.37E+02,1.07E+03,3.574,0.3881,0.3938,3.72,5.534,-1.674,163.6,9.36E+02,3.283501566,0.21,521.6912,2.7,5.8,1398.8,58.62114085,12396.27078,7.691255162,142.2,0.1293,0.2778
055525-54-7,"3,3'-(ureylenedimethylene)bis(3,5,5-trimethylcyclohexyl) diisocyanate",PBT,1,CC1(CC(N=C=O)CC(C1)(C)C)CNC(NCC1(CC(N=C=O)CC(C1)(C)C)C)=O,2.68E-11,1.44E+01,2.15E-10,2.85E-08,-.1875,0.0001,1.4257,7.99E+03,1.60E+04,2.6301,-0.0181,0.0029,7.31,16.751,-9.441,9402,3.28E+04,0.203507687,3.41,72.9114,-39.7,-86.9,72.9,959.4887048,2808.334932,12.43551538,418.58,0.9451,0.0403
032774-16-6,"3,3',4,4',5,5'-hexachlorobiphenyl",PBT,1,Clc1c(Cl)cc(c2cc(c(c(Cl)c2)Cl)Cl)cc1Cl,3.04E-13,1.27E+03,5.82E-07,7.75E-05,-.5188,0,1.1621,1.34E+04,2.67E+04,2.335,-0.2916,0.0002,7.62,9.963,-2.553,32290,2.31E+04,412.5876075,0.00,20000.8693,8.6,-6.1,171511.2,1604.959738,11913.7362,62.76148594,360.88,0.9763,0.9341
057465-28-8,"3,3',4,4',5-pentachlorobiphenyl",PBT,1,Clc1c(c(Cl)cc(c1)c1cc(Cl)c(cc1)Cl)Cl,4.73E-13,8.14E+02,2.23E-06,2.96E-04,-.3200,0,1.4448,7.70E+03,1.54E+04,2.5501,-0.1871,0.0006,6.98,9.403,-2.423,72120,4.22E+04,288.4507618,0.00,29990.8221,9.5,-2.8,283756.5,923.3575399,26438.22481,189.5308631,326.44,0.9416,0.9539
032598-13-3,"3,3',4,4'-tetrachlorobiphenyl",PBT,1,Clc1ccc(c2ccc(c(c2)Cl)Cl)cc1Cl,7.30E-13,5.27E+02,8.47E-06,1.13E-03,-.1211,0.0001,1.7275,4.44E+03,8.87E+03,2.7651,-0.0825,0.0023,6.34,10.045,-3.415,42410,4.73E+04,213.6046781,0.00,29245.7048,8.4,-6.6,245832.8,531.6243256,7064.441002,42.38320204,291.99,0.8631,0.9489
070362-50-4,"3,4,4',5-tetrachlorobiphenyl",PBT,1,Clc1c(Cl)cc(c2ccc(cc2)Cl)cc1Cl,7.60E-13,5.07E+02,8.47E-06,1.13E-03,-.1211,0.0001,1.7275,4.44E+03,8.87E+03,2.7651,-0.0825,0.0023,6.34,8.632,-2.292,27090,4.73E+04,173.3301277,0.00,26865.4668,9.9,0.9,266207.2,530.640224,42593.12283,355.6949445,291.99,0.8627,0.9517
000194-59-2,"7H-dibenzo[c,g]carbazole",PBT,1,c1cc2ccccc2c2c3c(ccc4ccccc43)[nH]c21,5.00E-11,7.70E+00,3.41E-09,4.53E-07,-.0370,0,1.8091,3.78E+03,7.57E+03,2.7598,0.0154,0.023,5.58,13.873,-7.473,7757,2.82E+04,3.787689511,0.18,1297.4069,-10.8,-43.4,1297.4,453.4840722,1434.701739,6.347191702,267.33,0.8279,0.2666
000578-95-0,9(10H)acridone,PBT,1,O=C1c2ccccc2Nc2ccccc21,2.00E-10,1.93E+00,1.27E-05,1.69E-03,.4277,0.1068,2.6103,7.93E+02,1.59E+03,3.4355,0.1571,0.073,1.69,8.843,-7.153,1.562,1.62E+01,0.096930105,7.15,11.0325,9.9,0.0,109.0,68.77541147,82.21690694,0.266471973,195.22,0.1631,0.0537
000083-32-9,acenaphthene,PBT,1,c12cccc3CCc(ccc1)c23,6.69E-11,5.76E+00,1.29E-03,1.72E-01,.7835,0.8779,2.7087,6.54E+02,1.31E+03,3.4882,0.1913,0.1893,4.15,6.044,-2.124,179.2,2.40E+03,0.249962921,2.77,86.5222,4.9,6.0,420.9,75.87107174,9278.711684,11.16227075,154.21,0.1871,0.1352
000208-96-8,acenaphthylene,PBT,1,c12c3c(C=Cc3ccc1)ccc2,7.55E-11,5.10E+00,1.25E-03,1.67E-01,.6751,0.7,2.8628,4.84E+02,9.69E+02,3.6282,0.321,0.2516,3.94,6.272,-2.332,184.8,1.52E+03,3.72860237,0.19,712.4072,5.7,6.0,4071.0,56.7534875,7536.292064,11.06912571,152.2,0.1232,0.4615
000260-94-6,acridine,PBT,1,c1cccc2c1cc1ccccc1n2,2.75E-11,1.40E+01,2.60E-05,3.45E-03,.6622,0.6139,2.8031,5.44E+02,1.09E+03,3.5892,0.2529,0.1726,3.32,8.961,-5.561,81.34,3.84E+02,0.515351064,1.35,124.8924,9.8,-0.6,1227.4,64.25700232,1449.706699,6.100219407,179.22,0.1479,0.2586
000120-12-7,anthracene,PBT,1,c1c2c(ccc1)cc1ccccc1c2,4.00E-11,9.63E+00,2.18E-06,2.89E-04,.9819,0.9995,2.2194,1.70E+03,3.40E+03,3.2478,0.2641,0.1949,4.35,7.093,-2.643,401,3.66E+03,2.535285957,0.27,729.0860,8.1,5.3,5923.9,195.8222371,9867.619378,32.83190465,178.24,0.5357,0.5317
000225-11-6,benz[a]acridine,PBT,1,c1c2ccccc2c2c(nc3ccccc3c2)c1,2.80E-11,1.38E+01,5.44E-07,7.24E-05,-.0189,0,1.8931,3.21E+03,6.42E+03,2.8147,0.1204,0.0589,4.49,11.052,-6.572,419.7,4.87E+03,0.660140172,1.05,226.0343,5.5,-13.9,1243.1,382.6744131,409.0696293,1.798514809,229.28,0.7828,0.2604
000225-51-4,benz[c]acridine,PBT,1,c1cccc2cc3ccc4ccccc4c3nc12,2.80E-11,1.38E+01,5.44E-07,7.24E-05,-.0189,0,1.8931,3.21E+03,6.42E+03,2.8147,0.1204,0.0589,4.49,11.052,-6.572,419.7,4.87E+03,0.660140172,1.05,226.0343,5.5,-13.9,1243.1,382.6744131,409.0696293,1.798514809,229.28,0.7828,0.2604
023593-75-1,clotrimazole,PBT,1,Clc1c(C(c2ccccc2)(c2ccccc2)n2cncc2)cccc1,4.62E-11,8.33E+00,2.14E-09,2.84E-07,.4732,0.1162,2.0624,2.31E+03,4.62E+03,3.0412,-0.1003,0.0054,6.26,12.154,-5.894,6297,4.63E+04,41.8567138,0.02,11343.4227,0.6,-23.9,11343.4,277.0903914,2416.551744,10.59224092,344.85,0.6755,0.6489
000294-62-2,cyclododecane,PBT,1,C1CCCCCCCCCCC1,1.70E-11,2.27E+01,2.35E-02,3.12E+00,.6674,0.6499,2.8272,5.19E+02,1.04E+03,3.6049,0.4481,0.6235,6.12,4.362,1.758,5087,4.37E+04,11.6927662,0.06,3830.3697,-3.8,3.5,3830.4,136.3239873,45492.12782,1.228272502,168.33,0.3840,0.4502
000226-36-8,"dibenz[a,h]acridine",PBT,1,c12c3c(ccc1cc1c4ccccc4ccc1n2)cccc3,5.00E-11,7.70E+00,7.95E-10,1.06E-07,-.0427,0,1.7825,3.98E+03,7.97E+03,2.7425,-0.0121,0.0184,5.67,13.312,-7.582,2803,3.10E+04,1.071821835,0.65,380.1436,-6.6,-36.5,380.1,477.637986,1579.453221,6.989521679,279.34,0.8401,0.1265
000224-42-0,"dibenz[a,j[acridine",PBT,1,c1ccc2ccc3nc4ccc5ccccc5c4cc3c2c1,5.00E-11,7.70E+00,7.95E-10,1.06E-07,-.0427,0,1.7825,3.98E+03,7.97E+03,2.7425,-0.0121,0.0184,5.67,13.312,-7.582,2803,3.10E+04,1.071821835,0.65,380.1436,-6.6,-36.5,380.1,477.637986,1579.453221,6.989521679,279.34,0.8401,0.1265
000192-65-4,"naphtho[1,2,3,4-def]chrysene",PBT,1,c12c3c4cc5ccccc5c3ccc1cccc2c1ccccc41,5.00E-11,7.70E+00,7.05E-11,9.37E-09,-.0537,0,1.7316,4.40E+03,8.80E+03,2.7092,-0.0724,0.0108,7.28,13.2,-5.49,5972,3.37E+04,1.854326326,0.37,652.9413,-5.8,-35.2,652.9,528.4133922,2814.626385,12.43302353,302.38,0.8619,0.1785
000189-64-0,"dibenzo[b,def]chrysene",PBT,1,c1ccc2c3c4c(cc2c1)ccc1c4c(cc2ccccc21)cc3,5.00E-11,7.70E+00,6.43E-12,8.55E-10,-.0537,0,1.7316,4.40E+03,8.80E+03,2.7092,-0.0724,0.0108,7.28,12.77,-5.49,9646,3.37E+04,1.372568674,0.51,485.7501,-3.0,-30.3,485.8,528.4133922,2814.626385,12.43302353,302.38,0.8619,0.1482
000189-55-9,"benzo[r,s,t]pentaphene",PBT,1,c1cc2c3c4c1c1c(cccc1)cc4ccc3cc1ccccc12,5.00E-11,7.70E+00,6.43E-12,8.55E-10,-.0537,0,1.7316,4.40E+03,8.80E+03,2.7092,-0.0724,0.0108,7.28,12.77,-5.49,9646,3.37E+04,1.372568674,0.51,485.7501,-3.0,-30.3,485.8,528.4133922,2814.626385,12.43302353,302.38,0.8619,0.1482
000191-30-0,"dibenzo[def,p]chrysene",PBT,1,c1ccc2c(c3c4c(c5c6c3c(ccc6ccc5)c2)cccc4)c1,5.00E-11,7.70E+00,7.05E-11,9.37E-09,-.0537,0,1.7316,4.40E+03,8.80E+03,2.7092,-0.0724,0.0108,7.28,13.2,-5.49,5972,3.37E+04,1.854326326,0.37,652.9413,-5.8,-35.2,652.9,528.4133922,2814.626385,12.43302353,302.38,0.8619,0.1785
000115-32-2,dicofol,PBT,1,OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,3.43E-12,1.12E+02,6.91E-08,9.19E-06,-.4957,0,1.0235,1.75E+04,3.50E+04,2.3738,-0.1735,0.0002,5.81,10.025,-5.005,953.2,3.54E+04,37.36642483,0.02,9727.8481,8.4,-6.5,82181.1,2084.850647,2901.881112,13.31048972,370.49,0.9847,0.8909
051000-52-3,vinyl neodecanoate,PBT,1,CC(C)(C)CCCCCC(OC=C)=O,3.28E-11,1.17E+01,8.56E-02,1.14E+01,.6434,0.9275,2.689,6.80E+02,1.36E+03,3.6371,0.8004,0.874,4.55,4.889,-0.339,463.6,5.49E+03,0.278820266,2.49,98.3221,-0.6,4.8,98.3,75.42374511,23607.47159,1.654931951,198.31,0.1856,0.0499
002104-64-5,O-ethyl O-4-nitrophenyl phenylphosphonothioate,PBT,1,O=[N](c1ccc(cc1)OP(OCC)(c1ccccc1)=S)=O,7.47E-11,5.16E+00,2.09E-06,2.79E-04,.4167,0.0918,2.3371,1.35E+03,2.70E+03,3.2778,-0.3135,0.0005,4.47,9.521,-4.741,662,4.68E+03,1.946495874,0.36,608.0733,9.3,-3.4,5663.6,161.503315,2516.190426,8.625235636,323.31,0.4540,0.5233
000229-87-8,phenanthridine,PBT,1,c12ccccc1c1ccccc1cn2,9.00E-12,4.28E+01,2.18E-05,2.89E-03,.6622,0.6139,2.8031,5.44E+02,1.09E+03,3.5892,0.2529,0.1726,3.32,9.654,-6.174,91.86,3.84E+02,0.545355768,1.27,129.7089,9.1,-4.2,1183.3,64.29389949,527.2789286,2.321051393,179.22,0.1480,0.2533
070124-77-5,flucythrinate,PBT,1,FC(F)Oc1ccc(C(C(OC(C#N)c2cc(Oc3ccccc3)ccc2)=O)C(C)C)cc1,4.66E-11,8.26E+00,8.57E-08,1.14E-05,1.4604,1,2.0902,2.19E+03,4.37E+03,3.4507,0.1964,0,6.56,11.653,-5.453,5725,4.82E+04,0.8991402,0.77,320.7066,3.0,-19.1,974.1,262.5148088,2648.469684,11.55828827,451.47,0.6551,0.2267
000086-73-7,fluorene,PBT,1,C1c2c(cccc2)c2c1cccc2,8.85E-12,4.35E+01,3.31E-04,4.40E-02,.7231,0.773,2.757,5.95E+02,1.19E+03,3.5394,0.2277,0.1921,4.02,6.585,-2.405,266.1,1.81E+03,1.374746491,0.50,388.0304,6.8,5.9,2620.5,83.17083407,18623.05882,77.46304337,166.22,0.2121,0.3812
028680-45-7,heptachlorobicyclo[2.2.1]hept-2-ene,PBT,1,ClC1(C(Cl)(Cl)C2(C(C1(Cl)C=C2)Cl)Cl)Cl,4.32E-11,8.92E+00,1.17E-03,1.56E-01,-.9275,0,.3975,5.94E+04,1.19E+05,2.046,0.0176,0,5.67,8.392,-2.722,2546,3.10E+04,34.2294904,0.02,8802.0815,9.9,1.8,86836.7,4688.589279,15452.39055,93.518253,335.27,0.9961,0.8948
000077-47-4,hexachlorocyclopentadiene,PBT,1,ClC1=C(C(Cl)(Cl)C(=C1Cl)Cl)Cl,3.93E-13,9.79E+02,4.89E-02,6.51E+00,-.2346,0,1.3452,9.35E+03,1.87E+04,2.6971,-0.0252,0.0002,4.63,4.997,0.043,982.6,6.41E+03,15.0880971,0.05,2936.0765,0.0,5.0,2936.1,5414.076513,780156.7395,954.7586164,272.77,0.9969,0.4015
000335-57-9,hexadecafluoroheptane,PBT,1,FC(C(F)(F)C(C(C(F)(F)C(F)(F)F)(F)F)(F)F)(F)C(F)(F)F,1.07E-17,3.60E+07,8.76E+01,1.17E+04,-1.3977,0,.2551,7.85E+04,1.57E+05,1.9719,0.1738,0,5.5,-1.097,6.597,1978,2.57E+04,50.55778122,0.01,10633.8524,-61.4,-37.0,10633.9,211665913.6,1349975.048,1041.783636,388.05,1.0000,0.6378
000095-13-6,indene,PBT,1,c12CC=Cc1cccc2,6.15E-11,6.26E+00,8.78E-01,1.17E+02,.7469,0.8739,2.8676,4.80E+02,9.59E+02,3.6116,0.3561,0.3977,3.25,4.107,-1.187,39.23,3.29E+02,1.725964095,0.40,214.9894,-5.5,2.7,215.0,43.38956898,12378.19368,2.633883529,116.16,0.0818,0.0863
000193-39-5,"indeno[1,2,3-cd]pyrene",PBT,1,c12c3c4c5c(cccc5)c3ccc1ccc1cccc(c4)c21,6.45E-11,5.97E+00,1.25E-10,1.67E-08,-.0413,0,1.7892,3.93E+03,7.87E+03,2.7468,-0.0114,0.0178,6.7,11.547,-4.847,12180,4.72E+04,1.171252417,0.59,416.8523,3.5,-18.1,1463.6,471.9896162,2774.490257,11.70634023,276.34,0.8374,0.2847
000119-65-3,isoquinoline,PBT,1,c1c2c(ccc1)cncc2,8.50E-12,4.53E+01,3.67E-02,4.88E+00,.6861,0.764,2.9137,4.38E+02,8.77E+02,3.6614,0.3854,0.4104,2.14,6.631,-4.551,10.95,3.44E+01,0.301893371,2.30,26.1417,6.9,5.8,180.2,45.5535742,3447.669546,14.77586376,129.16,0.0882,0.0764
000072-43-5,methoxychlor,PBT,1,COc1ccc(cc1)C(c1ccc(OC)cc1)C(Cl)(Cl)Cl,5.36E-11,7.19E+00,4.18E-05,5.56E-03,.3834,0.0162,1.5126,6.75E+03,1.35E+04,2.9795,0.202,0.0063,5.67,10.161,-5.081,1044,3.10E+04,18.35665203,0.04,5435.9095,8.1,-7.3,44296.3,807.0149205,2429.119905,9.728629691,345.66,0.9276,0.8370
UGILEC-121,monomethyl-dichloro-diphenyl methane,PBT,1,Clc1c(Cc2ccccc2Cl)c(ccc1)C,7.10E-12,5.42E+01,8.10E-05,1.08E-02,.3725,0.0312,2.0812,2.23E+03,4.45E+03,3.0176,0.0206,0.0157,5.85,7.775,-1.925,3373,3.66E+04,20.64166708,0.03,6163.2186,9.4,3.8,57661.1,265.6202679,46880.48283,199.5394696,251.16,0.6596,0.8622
076253-60-6,monomethyl-tetrachlorodiphenyl methane. Trade name: Ugilec 141,PBT,1,Cc1ccc(Cl)c(c1Cc1cccc(c1Cl)Cl)Cl,3.34E-12,1.15E+02,4.39E-06,5.84E-04,-.0252,0.0002,1.5158,6.71E+03,1.34E+04,2.5876,-0.1885,0.0011,7.14,9.324,-2.184,11350,3.79E+04,57.19036143,0.01,13323.4628,9.5,-2.4,127218.5,803.5602654,31090.61357,177.4492158,320.05,0.9271,0.9189
000793-24-8,"N-1,3-dimethylbutyl-N'-phenyl-p-phenylenediamine",PBT,1,CC(Nc1ccc(cc1)Nc1ccccc1)CC(C)C,2.27E-10,1.70E+00,4.94E-06,6.57E-04,.2804,0.0564,2.3581,1.30E+03,2.59E+03,3.2486,-0.3785,0.0018,4.68,11.542,-6.862,568.8,7.05E+03,0.893115811,0.78,306.7432,3.5,-18.1,1083.7,155.4363619,403.6380998,1.735274584,268.41,0.4380,0.2411
000091-20-3,naphthalene,PBT,1,c1cccc2ccccc21,2.16E-11,1.78E+01,4.05E-02,5.39E+00,1.0057,0.9998,2.33,1.37E+03,2.74E+03,3.32,0.3966,0.4468,3.17,5.045,-1.745,69.88,2.76E+02,4.530373729,0.15,236.0869,0.2,5.1,236.1,120.1073679,27637.8233,44.57392621,128.18,0.3345,0.0920
000085-22-3,"2,3,4,5,6-pentabromoethylbenzene",PBT,1,Brc1c(c(c(c(c1Br)Br)CC)Br)Br,1.15E-12,3.35E+02,4.66E-06,6.20E-04,.0122,0,1.338,9.49E+03,1.90E+04,2.2893,0.0013,0.0108,7.48,9.97,-2.49,7729,2.74E+04,13.15769135,0.05,4029.9920,8.6,-6.1,34501.3,1138.54892,14877.38915,81.12144127,500.65,0.9583,0.8098
001825-21-4,pentachloro-anisole,PBT,1,Clc1c(c(Cl)c(c(Cl)c1Cl)OC)Cl,1.09E-12,3.52E+02,3.45E-04,4.59E-02,-.1661,0.0002,1.4885,7.07E+03,1.41E+04,2.6937,0.1046,0.0049,5.3,7.986,-2.536,1832,1.98E+04,69.0385638,0.01,11002.7780,9.6,3.2,105566.4,815.2493195,42689.52698,522.9344716,280.37,0.9288,0.9078
000133-49-3,pentachlorobenzenethiol,PBT,1,Clc1c(Cl)c(c(S)c(c1Cl)Cl)Cl,1.39E-13,2.76E+03,5.08E-06,6.76E-04,-.2990,0,1.5421,6.37E+03,1.27E+04,2.6136,-0.0971,0.0012,5.91,8.23,-2.32,3674,3.83E+04,10.3764548,0.07,3395.8836,9.8,2.4,33235.9,755.5619318,56890.97818,647.7215769,282.4,0.9197,0.8054
000087-86-5,pentachlorophenol,PBT,1,Clc1c(Cl)c(c(Cl)c(Cl)c1O)Cl,5.51E-13,6.99E+02,1.08E-05,1.44E-03,-.1755,0,1.634,5.32E+03,1.06E+04,2.6765,0.0149,0.0031,4.74,11.119,-5.999,1110,7.89E+03,2.199071004,0.32,717.7970,5.3,-14.5,3769.9,633.8344576,954.9886876,4.23241161,266.34,0.8947,0.4472
000382-21-8,perfluoroisobutylene,PBT,1,FC(=C(C(F)(F)F)C(F)(F)F)F,2.80E-12,1.37E+02,1.75E+03,2.33E+05,-.3885,0,1.7312,4.40E+03,8.81E+03,3.0103,0.2561,0,3.03,-0.118,3.148,46.45,2.04E+02,5.153510636,0.13,183.5370,-47.7,-26.1,183.5,823.528356,235054.8075,31.62688198,200.03,0.9299,0.0774
000375-95-1,perfluorononan-1-oic-acid,PBT,1,OC(C(F)(F)C(C(C(F)(F)C(F)(F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)=O,5.20E-13,7.41E+02,8.31E-02,1.11E+01,-1.2086,0,.5404,4.50E+04,8.99E+04,2.2153,0.2814,0,5.48,4.19,1.29,10,2.51E+04,56.35342931,0.01,11194.4696,-4.9,3.0,11194.5,4458.389986,718610.2066,325.1846764,464.08,0.9957,0.6467
124495-18-7,quinoxyfen,PBT,1,Clc1cc(cc2c1c(Oc1ccc(cc1)F)ccn2)Cl,5.35E-12,7.19E+01,1.87E-06,2.49E-04,-.4421,0,1.64,5.26E+03,1.05E+04,3.1631,0.0861,0.0002,5.69,11.064,-6.404,551.7,3.16E+04,4.118521572,0.17,1412.8151,5.5,-14.0,7707.9,630.180704,1694.57296,7.499886445,308.14,0.8938,0.5804
000079-94-7,"2,2',6,6'-tetrabromo-4,4'-isopropylidenediphenol",PBT,1,CC(c1cc(c(c(Br)c1)O)Br)(c1cc(c(c(Br)c1)O)Br)C,2.96E-12,1.30E+02,3.47E-11,4.61E-09,.0949,0,1.3539,9.20E+03,1.84E+04,2.375,-0.009,0.0051,7.2,18.225,-11.025,10580,3.62E+04,2.107470905,0.33,741.2248,-59.4,-114.5,741.2,1103.491875,2793.530406,12.36996061,543.88,0.9562,0.1928
002227-13-6,tetrasul,PBT,1,Clc1ccc(cc1)Sc1cc(Cl)c(cc1Cl)Cl,4.42E-12,8.70E+01,2.27E-06,3.01E-04,-.1364,0.0001,1.6567,5.09E+03,1.02E+04,2.7188,-0.1779,0.0009,6.87,10.283,-3.413,15810,4.46E+04,99.34745314,0.01,19825.3030,7.9,-8.2,155761.7,611.0742178,5792.915506,30.76397817,324.05,0.8887,0.9295
000056-35-9,bis(tributyltin) oxide,PBT,1,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,8.53E-11,4.51E+00,7.82E-06,1.04E-03,1.1143,0.9963,3.6719,9.99E+01,2.00E+02,4.6021,-0.037,0,4.05,8.748,-4.908,3987,1.94E+03,1.679542478,0.41,459.8423,9.9,0.4,4551.9,12.00107064,2252.731192,7.582368715,596.12,0.0099,0.4824
000603-35-0,triphenylphosphine,PBT,1,P(c1ccccc1)(c1ccccc1)c1ccccc1,5.85E-12,6.58E+01,1.02E-05,1.36E-03,1.0069,0.9908,2.6856,6.84E+02,1.37E+03,3.484,0.0551,0.0375,5.02,11.724,-6.034,2638,1.29E+04,2.767054613,0.25,922.5116,2.7,-19.7,2500.5,82.1910017,1081.647777,4.769221569,262.29,0.2087,0.3729
001582-09-8,trifluralin,PBT,1,FC(F)(F)c1cc([N](=O)=O)c(N(CCC)CCC)c([N](=O)=O)c1,2.40E-11,1.60E+01,1.35E-05,1.80E-03,-.7478,0,1.3513,9.24E+03,1.85E+04,2.5848,-0.4783,0,5.31,7.716,-2.376,1550,2.01E+04,0.561252778,1.24,199.5260,9.3,4.0,1851.0,965.7031048,22937.12472,113.4842186,335.29,0.9456,0.3218
000126-72-7,"tris(2,3-dibromopropyl) phosphate",PBT,1,O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br,2.77E-11,1.39E+01,8.78E-08,1.17E-05,.4523,1,1.985,2.68E+03,5.37E+03,3.5189,-0.4836,0,4.19,7.34,-3.05,47.06,2.62E+03,0.039927833,17.36,14.2589,8.7,4.8,123.4,305.2656333,8250.928336,39.84136919,697.62,0.7105,0.0586
PBT-1,,PBT,1,Clc1c(Cl)c(ccc1c1c(Cl)c(ccc1)Cl)c1cc(cc(c1)Cl)Cl,1.40E-12,2.75E+02,3.93E-10,5.23E-08,-.5550,0,.9939,1.86E+04,3.71E+04,2.2252,-0.4851,0,9.39,13.057,-3.667,3466,7.94E+02,2201.166023,0.00,792.7501,-4.8,-33.5,792.8,2229.344223,2874.70442,12.73848666,436.98,0.9863,0.2008
PBT-2,,PBT,1,Clc1c(c(c2cccc(Cl)c2Cl)cc(Cl)c1Cl)c1cc(cc(Cl)c1)Cl,8.45E-13,4.56E+02,1.04E-10,1.39E-08,-.7538,0,.7112,3.22E+04,6.44E+04,2.0102,-0.5896,0,10.03,13.827,-3.797,1675,1.93E+02,3663.568608,0.00,193.4576,-10.4,-42.8,193.5,3869.895922,2863.15333,12.67999147,471.43,0.9946,0.0802
PBT-3,,PBT,1,Clc1c(Cl)cc(cc1c1cc(c2cc(c(c(c2)Cl)Cl)Cl)c(cc1Cl)Cl)Cl,5.95E-13,6.47E+02,2.73E-11,3.63E-09,-.9526,0,.4285,5.59E+04,1.12E+05,1.7952,-0.6941,0,10.68,14.608,-3.928,809.6,5.14E+01,6096.281271,0.00,51.4209,-17.0,-53.2,51.4,6717.770172,2861.276641,12.67025803,505.87,0.9979,0.0313
PBT-4,,PBT,1,Clc1c(c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)cc(c2c(c(cc(Cl)c2Cl)Cl)Cl)c1,4.27E-13,9.01E+02,7.09E-12,9.43E-10,-1.1515,0,.1457,9.71E+04,1.94E+05,1.5801,-0.7987,0,11.32,15.378,-4.058,391.3,1.68E+01,10145.59691,0.00,16.8248,-24.4,-64.4,16.8,11663.76677,2860.983388,12.66870401,540.32,0.9992,0.0138
